measure_date,year,month,day_name,day_of_week,city_name,vn_aqi,health_implication,dominant_pollutant,is_hazardous,data_quality_status,avg_aqi_owm,avg_pm2_5,max_pm2_5,avg_pm10,max_pm10,avg_co,avg_no2,avg_so2,avg_o3,avg_no,avg_nh3,record_count
2023-04-10,2023,4,Monday,2,Ho Chi Minh City,82,Moderate,PM2.5,false,Valid,3.21,41.0,88.22,57.5,106.2,1021.38,44.98,46.94,117.3,6.7,7.33,24
2023-04-11,2023,4,Tuesday,3,Ho Chi Minh City,59,Moderate,PM2.5,false,Valid,2.92,29.48,53.91,47.98,77.3,1024.72,43.86,45.96,134.47,3.43,8.55,24
2023-04-12,2023,4,Wednesday,4,Ho Chi Minh City,99,Moderate,PM2.5,false,Valid,3.5,49.85,102.18,66.11,123.13,1254.2,42.14,56.47,154.5,17.41,11.3,24
2023-04-13,2023,4,Thursday,5,Ho Chi Minh City,116,Poor,Ozone,false,Valid,3.13,31.73,51.1,42.64,71.36,856.72,31.64,44.76,231.74,9.79,8.65,24
2023-04-14,2023,4,Friday,6,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,2.83,33.62,86.6,44.44,111.26,1054.21,40.56,53.37,130.18,13.07,10.01,24
2023-04-15,2023,4,Saturday,7,Ho Chi Minh City,95,Moderate,PM2.5,false,Valid,3.63,47.88,90.24,56.77,102.88,1173.26,56.34,60.55,154.5,9.77,8.05,24
2023-04-16,2023,4,Sunday,1,Ho Chi Minh City,64,Moderate,PM2.5,false,Valid,2.75,32.05,71.31,40.94,82.28,1078.41,47.04,49.93,36.84,11.93,7.42,24
2023-04-17,2023,4,Monday,2,Ho Chi Minh City,52,Moderate,PM2.5,false,Valid,2.63,25.6,43.47,39.19,69.38,1038.63,35.17,36.66,115.87,8.0,7.61,24
2023-04-18,2023,4,Tuesday,3,Ho Chi Minh City,64,Moderate,PM2.5,false,Valid,3.08,32.02,93.84,44.54,122.28,1035.29,27.78,35.35,157.36,13.66,8.44,24
2023-04-19,2023,4,Wednesday,4,Ho Chi Minh City,86,Moderate,Ozone,false,Valid,2.92,33.5,102.31,44.15,133.22,973.26,29.73,40.84,188.83,10.67,9.36,24
2023-04-20,2023,4,Thursday,5,Ho Chi Minh City,63,Moderate,PM2.5,false,Valid,2.88,31.59,55.34,38.79,68.07,892.04,26.65,30.3,143.05,6.13,8.24,24
2023-04-21,2023,4,Friday,6,Ho Chi Minh City,103,Poor,PM2.5,false,Valid,3.67,51.75,96.65,64.82,127.13,1388.55,40.45,45.87,154.5,11.37,12.23,24
2023-04-22,2023,4,Saturday,7,Ho Chi Minh City,83,Moderate,PM2.5,false,Valid,3.33,41.67,61.87,49.63,71.68,873.96,24.93,28.63,180.24,2.38,6.64,24
2023-04-23,2023,4,Sunday,1,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,2.67,26.95,62.12,36.66,75.02,801.92,28.56,32.31,104.43,6.23,5.89,24
2023-04-24,2023,4,Monday,2,Ho Chi Minh City,43,Good,PM2.5,false,Valid,2.25,21.67,43.84,31.05,61.03,745.18,32.9,41.8,123.02,7.19,7.12,24
2023-04-25,2023,4,Tuesday,3,Ho Chi Minh City,32,Good,PM2.5,false,Valid,2.13,16.21,29.18,24.87,40.55,582.59,30.36,35.68,80.11,3.9,5.96,24
2023-04-26,2023,4,Wednesday,4,Ho Chi Minh City,75,Moderate,Ozone,false,Valid,2.79,26.96,51.71,38.14,69.6,787.73,38.19,49.04,180.24,7.2,7.61,24
2023-04-27,2023,4,Thursday,5,Ho Chi Minh City,116,Poor,Ozone,false,Valid,2.83,27.72,54.78,39.68,74.15,801.09,33.07,40.33,231.74,3.87,6.99,24
2023-04-28,2023,4,Friday,6,Ho Chi Minh City,37,Good,PM2.5,false,Valid,2.17,18.63,36.12,28.62,52.56,777.17,36.09,42.02,85.12,4.27,7.29,24
2023-04-29,2023,4,Saturday,7,Ho Chi Minh City,38,Good,PM2.5,false,Valid,2.13,19.0,31.2,26.77,44.51,690.1,32.32,33.91,42.56,2.1,5.63,24
2023-04-30,2023,4,Sunday,1,Ho Chi Minh City,59,Moderate,PM2.5,false,Valid,2.67,29.51,49.5,37.97,61.17,802.2,36.5,43.54,55.79,6.75,6.81,24
2023-05-01,2023,5,Monday,2,Ho Chi Minh City,79,Moderate,Ozone,false,Valid,2.83,25.28,49.72,35.21,66.51,789.96,29.61,39.27,183.11,5.56,7.21,24
2023-05-02,2023,5,Tuesday,3,Ho Chi Minh City,93,Moderate,Ozone,false,Valid,2.63,25.98,63.11,36.33,72.4,862.28,37.63,46.74,194.55,4.54,8.67,24
2023-05-03,2023,5,Wednesday,4,Ho Chi Minh City,32,Good,PM2.5,false,Valid,2.0,16.45,23.81,24.95,33.76,643.93,34.21,37.89,76.53,3.38,6.56,24
2023-05-04,2023,5,Thursday,5,Ho Chi Minh City,60,Moderate,PM2.5,false,Valid,2.54,29.74,44.52,41.08,60.34,626.13,33.14,37.04,75.1,3.49,6.71,24
2023-05-05,2023,5,Friday,6,Ho Chi Minh City,71,Moderate,PM2.5,false,Valid,3.0,35.46,45.5,46.28,61.45,764.37,32.96,35.64,97.27,4.65,10.87,24
2023-05-06,2023,5,Saturday,7,Ho Chi Minh City,39,Good,PM2.5,false,Valid,2.17,19.72,41.04,25.04,49.91,588.58,20.95,21.05,67.23,2.8,9.04,24
2023-05-07,2023,5,Sunday,1,Ho Chi Minh City,48,Good,PM2.5,false,Valid,2.38,24.37,39.57,31.5,52.72,808.88,26.36,25.66,67.23,3.68,9.68,24
2023-05-08,2023,5,Monday,2,Ho Chi Minh City,126,Poor,PM2.5,false,Valid,3.54,65.63,171.18,83.52,204.25,1661.42,51.79,70.4,26.82,38.76,10.64,24
2023-05-09,2023,5,Tuesday,3,Ho Chi Minh City,165,Unhealthy,PM2.5,false,Valid,4.25,100.04,216.55,123.11,245.96,2354.3,48.27,98.67,1.59,79.89,14.36,24
2023-05-10,2023,5,Wednesday,4,Ho Chi Minh City,106,Poor,PM2.5,false,Valid,3.63,53.3,98.54,68.98,126.43,1497.86,35.99,58.04,103.0,33.88,10.72,24
2023-05-11,2023,5,Thursday,5,Ho Chi Minh City,73,Moderate,PM2.5,false,Valid,2.83,36.61,74.85,50.83,107.41,1215.26,40.98,52.05,11.62,22.22,9.4,24
2023-05-12,2023,5,Friday,6,Ho Chi Minh City,118,Poor,PM2.5,false,Valid,3.42,60.47,157.25,81.63,210.44,1742.64,34.06,44.04,32.9,32.35,11.18,24
2023-05-13,2023,5,Saturday,7,Ho Chi Minh City,60,Moderate,PM2.5,false,Valid,2.63,29.69,81.06,38.41,104.11,949.07,33.4,40.12,82.25,13.05,7.95,24
2023-05-14,2023,5,Sunday,1,Ho Chi Minh City,161,Unhealthy,PM2.5,false,Valid,3.33,95.63,382.32,113.1,432.81,2076.71,32.2,40.64,60.08,42.58,12.77,24
2023-05-15,2023,5,Monday,2,Ho Chi Minh City,164,Unhealthy,PM2.5,false,Valid,4.79,99.39,430.63,115.94,492.8,1700.08,45.55,59.2,208.85,27.0,11.43,24
2023-05-16,2023,5,Tuesday,3,Ho Chi Minh City,161,Unhealthy,PM2.5,false,Valid,4.08,94.66,248.18,114.6,309.93,2013.56,48.6,50.5,127.32,21.41,12.16,24
2023-05-17,2023,5,Wednesday,4,Ho Chi Minh City,151,Unhealthy,PM2.5,false,Valid,3.88,81.14,202.53,98.78,248.85,1929.84,44.21,61.97,18.78,42.88,11.15,24
2023-05-18,2023,5,Thursday,5,Ho Chi Minh City,120,Poor,PM2.5,false,Valid,3.75,62.0,126.06,73.95,148.55,1438.9,36.47,48.2,76.53,30.89,10.42,24
2023-05-19,2023,5,Friday,6,Ho Chi Minh City,76,Moderate,PM2.5,false,Valid,2.96,37.92,91.26,50.15,112.6,1131.81,32.9,38.58,38.27,17.11,9.42,24
2023-05-20,2023,5,Saturday,7,Ho Chi Minh City,55,Moderate,PM2.5,false,Valid,2.54,27.22,45.44,35.36,61.35,900.39,26.78,33.17,5.23,12.43,7.55,24
2023-05-21,2023,5,Sunday,1,Ho Chi Minh City,78,Moderate,PM2.5,false,Valid,2.92,38.81,112.82,46.77,130.9,1152.12,30.4,34.47,18.24,14.16,8.76,24
2023-05-22,2023,5,Monday,2,Ho Chi Minh City,128,Poor,PM2.5,false,Valid,3.83,66.54,124.88,80.66,150.98,1683.39,35.0,43.69,18.95,26.97,10.74,24
2023-05-23,2023,5,Tuesday,3,Ho Chi Minh City,104,Poor,PM2.5,false,Valid,3.54,52.28,92.17,64.55,120.14,1326.52,30.41,38.71,111.58,21.44,9.46,24
2023-05-24,2023,5,Wednesday,4,Ho Chi Minh City,105,Poor,PM2.5,false,Valid,3.21,52.85,155.07,66.17,193.33,1458.64,28.37,38.83,8.05,26.61,9.94,24
2023-05-25,2023,5,Thursday,5,Ho Chi Minh City,187,Unhealthy,PM2.5,false,Valid,3.83,132.6,343.03,151.53,380.93,2952.06,41.91,60.68,29.33,68.34,14.8,24
2023-05-26,2023,5,Friday,6,Ho Chi Minh City,113,Poor,PM2.5,false,Valid,3.17,57.95,392.74,68.86,445.1,1398.29,33.46,43.03,18.24,26.8,8.69,24
2023-05-27,2023,5,Saturday,7,Ho Chi Minh City,76,Moderate,PM2.5,false,Valid,2.96,38.22,64.69,45.02,76.37,1007.76,30.76,41.32,53.64,16.62,7.66,24
2023-05-28,2023,5,Sunday,1,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.17,42.7,79.2,52.25,96.26,1102.33,27.55,33.01,75.1,15.79,9.26,24
2023-05-29,2023,5,Monday,2,Ho Chi Minh City,81,Moderate,PM2.5,false,Valid,3.13,40.4,71.94,50.42,89.46,1183.27,26.18,37.25,24.32,22.9,8.73,24
2023-05-30,2023,5,Tuesday,3,Ho Chi Minh City,80,Moderate,PM2.5,false,Valid,3.0,39.91,112.71,48.18,134.66,1141.27,30.67,32.39,43.63,13.22,7.23,24
2023-05-31,2023,5,Wednesday,4,Ho Chi Minh City,36,Good,PM2.5,false,Valid,2.13,18.1,29.93,23.86,39.4,697.89,21.26,26.08,70.1,9.93,5.99,24
2023-06-01,2023,6,Thursday,5,Ho Chi Minh City,37,Good,PM2.5,false,Valid,2.21,18.89,37.56,24.44,48.74,748.79,21.58,25.07,21.28,10.22,5.8,24
2023-06-02,2023,6,Friday,6,Ho Chi Minh City,62,Moderate,PM2.5,false,Valid,2.75,31.0,58.0,39.28,75.75,974.93,26.92,30.22,23.25,13.71,7.23,24
2023-06-03,2023,6,Saturday,7,Ho Chi Minh City,89,Moderate,PM2.5,false,Valid,3.25,44.54,94.91,53.87,117.73,1276.17,23.12,29.88,82.97,20.67,8.92,24
2023-06-04,2023,6,Sunday,1,Ho Chi Minh City,76,Moderate,PM2.5,false,Valid,2.83,38.21,101.76,47.1,123.24,1139.04,17.74,28.93,46.49,25.35,8.14,24
2023-06-05,2023,6,Monday,2,Ho Chi Minh City,58,Moderate,PM2.5,false,Valid,2.63,29.02,62.87,35.39,75.4,966.59,23.93,39.43,6.71,22.31,7.27,24
2023-06-06,2023,6,Tuesday,3,Ho Chi Minh City,61,Moderate,PM2.5,false,Valid,2.54,30.17,91.57,37.81,111.42,1016.66,23.16,30.97,19.85,17.68,7.79,24
2023-06-07,2023,6,Wednesday,4,Ho Chi Minh City,65,Moderate,PM2.5,false,Valid,2.67,32.18,42.77,37.18,50.07,956.02,28.99,29.22,45.78,7.98,6.01,24
2023-06-08,2023,6,Thursday,5,Ho Chi Minh City,51,Moderate,PM2.5,false,Valid,2.58,25.33,40.8,30.99,47.28,764.65,24.38,24.13,51.5,6.01,6.53,24
2023-06-09,2023,6,Friday,6,Ho Chi Minh City,94,Moderate,PM2.5,false,Valid,3.25,47.12,102.78,56.11,125.41,1172.42,31.62,27.37,50.78,8.12,7.56,24
2023-06-10,2023,6,Saturday,7,Ho Chi Minh City,54,Moderate,PM2.5,false,Valid,2.67,26.76,35.18,31.12,41.92,764.37,22.0,18.02,33.97,2.3,5.15,24
2023-06-11,2023,6,Sunday,1,Ho Chi Minh City,48,Good,PM2.5,false,Valid,2.46,24.47,58.95,30.37,71.18,734.61,21.2,17.56,59.37,1.58,6.9,24
2023-06-12,2023,6,Monday,2,Ho Chi Minh City,108,Poor,PM2.5,false,Valid,3.71,54.33,80.04,64.47,99.04,1218.6,32.83,32.18,56.51,10.91,7.93,24
2023-06-13,2023,6,Tuesday,3,Ho Chi Minh City,109,Poor,PM2.5,false,Valid,3.67,55.31,76.64,67.33,92.79,1110.95,31.92,33.89,110.15,11.08,8.56,24
2023-06-14,2023,6,Wednesday,4,Ho Chi Minh City,158,Unhealthy,PM2.5,false,Valid,4.21,90.98,226.14,109.35,274.66,1973.51,38.16,39.47,57.22,23.13,11.3,24
2023-06-15,2023,6,Thursday,5,Ho Chi Minh City,120,Poor,PM2.5,false,Valid,3.96,61.68,112.37,74.49,142.19,1399.4,29.4,34.75,80.82,19.83,9.89,24
2023-06-16,2023,6,Friday,6,Ho Chi Minh City,155,Unhealthy,PM2.5,false,Valid,4.21,86.45,194.05,99.33,228.16,1739.58,39.32,50.25,100.14,30.1,12.05,24
2023-06-17,2023,6,Saturday,7,Ho Chi Minh City,120,Poor,PM2.5,false,Valid,3.71,61.7,123.7,72.07,138.92,1459.48,33.39,34.15,14.48,15.39,10.1,24
2023-06-18,2023,6,Sunday,1,Ho Chi Minh City,97,Moderate,PM2.5,false,Valid,3.33,48.56,113.85,57.17,130.12,1173.54,24.69,27.88,82.25,13.54,9.24,24
2023-06-19,2023,6,Monday,2,Ho Chi Minh City,154,Unhealthy,PM2.5,false,Valid,4.5,85.25,147.35,97.98,171.25,1458.65,39.29,46.94,117.3,19.34,10.61,24
2023-06-20,2023,6,Tuesday,3,Ho Chi Minh City,151,Unhealthy,PM2.5,false,Valid,4.25,80.63,148.44,96.19,187.21,1613.02,29.73,37.07,114.44,23.95,11.05,24
2023-06-21,2023,6,Wednesday,4,Ho Chi Minh City,168,Unhealthy,PM2.5,false,Valid,3.96,105.51,269.38,127.68,332.93,2415.22,28.84,49.07,1.68,57.46,13.28,24
2023-06-22,2023,6,Thursday,5,Ho Chi Minh City,209,Very Unhealthy,PM2.5,true,Valid,4.29,159.02,378.93,182.32,440.7,2854.15,51.47,62.88,90.84,65.16,15.56,24
2023-06-23,2023,6,Friday,6,Ho Chi Minh City,175,Unhealthy,PM2.5,false,Valid,4.79,115.37,222.11,134.76,245.81,2033.59,42.23,49.05,114.44,32.05,12.39,24
2023-06-24,2023,6,Saturday,7,Ho Chi Minh City,170,Unhealthy,PM2.5,false,Valid,3.75,107.62,367.41,131.47,446.67,3011.03,21.47,36.92,7.42,66.13,15.73,24
2023-06-25,2023,6,Sunday,1,Ho Chi Minh City,261,Very Unhealthy,PM2.5,true,Valid,3.92,211.11,608.36,234.51,638.96,4123.65,26.3,64.55,2.06,132.06,23.06,24
2023-06-26,2023,6,Monday,2,Ho Chi Minh City,180,Unhealthy,PM2.5,false,Valid,4.0,122.0,566.34,139.0,600.28,2395.19,27.45,68.71,0.37,78.11,19.88,24
2023-06-27,2023,6,Tuesday,3,Ho Chi Minh City,310,Hazardous,PM2.5,true,Valid,4.33,261.96,704.84,290.47,752.64,4805.96,39.32,107.55,2.79,129.18,54.16,24
2023-06-28,2023,6,Wednesday,4,Ho Chi Minh City,143,Poor,PM2.5,false,Valid,4.21,76.11,264.74,89.51,293.5,1650.29,36.27,53.43,43.63,37.7,11.2,24
2023-06-29,2023,6,Thursday,5,Ho Chi Minh City,173,Unhealthy,PM2.5,false,Valid,3.88,111.83,309.2,138.32,384.77,2720.08,31.1,42.32,29.33,51.33,14.78,24
2023-06-30,2023,6,Friday,6,Ho Chi Minh City,101,Poor,PM2.5,false,Valid,3.54,50.31,98.76,60.92,120.72,1261.99,35.24,40.37,107.29,14.8,8.88,24
2023-07-01,2023,7,Saturday,7,Ho Chi Minh City,57,Moderate,PM2.5,false,Valid,2.54,28.53,47.5,33.31,56.13,899.27,22.69,22.34,83.68,8.5,6.05,24
2023-07-02,2023,7,Sunday,1,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.21,42.64,80.1,51.0,96.95,1148.78,25.42,31.43,58.65,17.38,8.41,24
2023-07-03,2023,7,Monday,2,Ho Chi Minh City,130,Poor,PM2.5,false,Valid,3.5,68.21,158.34,79.9,182.38,1582.42,24.8,45.22,60.08,43.68,13.56,24
2023-07-04,2023,7,Tuesday,3,Ho Chi Minh City,104,Poor,PM2.5,false,Valid,3.46,52.12,129.96,62.88,149.39,1250.03,25.08,32.59,127.32,20.46,10.35,24
2023-07-05,2023,7,Wednesday,4,Ho Chi Minh City,193,Unhealthy,PM2.5,false,Valid,4.58,140.1,295.07,156.68,317.29,2732.87,68.92,94.1,51.5,71.52,10.81,24
2023-07-06,2023,7,Thursday,5,Ho Chi Minh City,228,Very Unhealthy,PM2.5,true,Valid,4.83,177.62,360.9,195.93,387.91,2554.02,74.0,83.19,137.33,41.68,16.31,24
2023-07-07,2023,7,Friday,6,Ho Chi Minh City,260,Very Unhealthy,PM2.5,true,Valid,4.88,209.72,446.0,234.15,490.71,3409.62,62.26,86.19,75.82,66.62,26.37,24
2023-07-08,2023,7,Saturday,7,Ho Chi Minh City,140,Poor,PM2.5,false,Valid,3.71,73.98,222.26,85.07,243.3,1495.36,30.43,43.64,82.25,30.32,9.91,24
2023-07-09,2023,7,Sunday,1,Ho Chi Minh City,227,Very Unhealthy,PM2.5,true,Valid,3.71,176.57,429.93,200.74,496.15,3602.66,30.78,52.27,21.46,76.83,21.66,24
2023-07-10,2023,7,Monday,2,Ho Chi Minh City,226,Very Unhealthy,PM2.5,true,Valid,4.21,176.0,501.96,201.17,532.85,3542.86,38.07,64.77,29.68,76.76,27.42,24
2023-07-11,2023,7,Tuesday,3,Ho Chi Minh City,170,Unhealthy,PM2.5,false,Valid,4.25,108.04,571.07,123.53,611.76,1970.45,33.57,50.43,78.68,41.09,13.29,24
2023-07-12,2023,7,Wednesday,4,Ho Chi Minh City,123,Poor,PM2.5,false,Valid,4.08,63.84,90.42,76.14,104.11,1410.8,33.11,44.86,36.12,26.58,10.53,24
2023-07-13,2023,7,Thursday,5,Ho Chi Minh City,95,Moderate,PM2.5,false,Valid,3.42,47.47,85.49,56.45,104.19,1240.29,27.6,40.91,17.52,26.39,8.95,24
2023-07-14,2023,7,Friday,6,Ho Chi Minh City,61,Moderate,PM2.5,false,Valid,2.67,30.25,54.48,37.34,65.34,908.18,24.5,29.22,41.84,13.72,7.34,24
2023-07-15,2023,7,Saturday,7,Ho Chi Minh City,30,Good,PM2.5,false,Valid,1.88,15.26,34.55,21.0,44.07,603.87,19.24,16.66,47.21,3.84,5.43,24
2023-07-16,2023,7,Sunday,1,Ho Chi Minh City,13,Good,PM2.5,false,Valid,1.13,6.7,11.57,9.12,15.92,407.78,14.25,11.25,23.6,0.87,3.88,24
2023-07-17,2023,7,Monday,2,Ho Chi Minh City,13,Good,PM2.5,false,Valid,1.0,6.63,8.39,8.72,11.13,401.66,13.79,11.44,27.89,1.29,3.36,24
2023-07-18,2023,7,Tuesday,3,Ho Chi Minh City,18,Good,PM2.5,false,Valid,1.29,9.47,13.04,12.25,17.62,479.54,17.94,16.29,30.04,2.61,3.79,24
2023-07-19,2023,7,Wednesday,4,Ho Chi Minh City,,N/A,,false,Insufficient Data (<75%),1.0,9.65,9.65,12.66,12.66,460.62,16.96,16.69,4.87,3.13,4.31,1
2023-07-20,2023,7,Thursday,5,Ho Chi Minh City,37,Good,PM2.5,false,Valid,2.17,18.72,29.23,23.84,37.95,717.2,21.67,25.86,9.75,10.53,6.02,23
2023-07-21,2023,7,Friday,6,Ho Chi Minh City,40,Good,PM2.5,false,Valid,2.25,20.46,38.96,26.73,49.38,759.64,23.83,29.58,7.33,12.24,6.58,24
2023-07-22,2023,7,Saturday,7,Ho Chi Minh City,52,Moderate,PM2.5,false,Valid,2.63,25.75,35.9,30.18,42.11,836.41,26.01,24.34,24.32,6.7,5.73,24
2023-07-23,2023,7,Sunday,1,Ho Chi Minh City,44,Good,PM2.5,false,Valid,2.25,22.12,29.49,26.13,37.11,724.59,22.79,20.3,49.35,3.84,4.97,24
2023-07-24,2023,7,Monday,2,Ho Chi Minh City,41,Good,PM2.5,false,Valid,2.25,20.75,29.37,26.32,39.44,724.87,21.98,24.87,27.54,9.38,5.63,24
2023-07-25,2023,7,Tuesday,3,Ho Chi Minh City,44,Good,PM2.5,false,Valid,2.25,22.03,26.6,27.47,34.68,736.55,22.13,25.19,57.94,9.4,5.76,24
2023-07-26,2023,7,Wednesday,4,Ho Chi Minh City,38,Good,PM2.5,false,Valid,2.0,19.14,44.02,24.31,54.04,716.81,19.88,23.78,44.35,10.24,6.06,24
2023-07-27,2023,7,Thursday,5,Ho Chi Minh City,17,Good,PM2.5,false,Valid,1.13,8.81,11.44,11.68,14.86,478.29,17.23,15.4,29.68,2.83,3.82,24
2023-07-28,2023,7,Friday,6,Ho Chi Minh City,19,Good,PM2.5,false,Valid,1.33,9.7,14.37,12.78,18.6,465.35,17.37,14.96,54.36,1.84,3.97,24
2023-07-29,2023,7,Saturday,7,Ho Chi Minh City,21,Good,PM2.5,false,Valid,1.5,10.83,16.92,14.26,22.7,500.68,17.18,13.72,30.76,2.12,4.16,24
2023-07-30,2023,7,Sunday,1,Ho Chi Minh City,43,Good,PM2.5,false,Valid,2.29,21.93,47.42,26.22,55.78,676.19,19.1,18.13,57.94,4.23,4.9,24
2023-07-31,2023,7,Monday,2,Ho Chi Minh City,53,Moderate,PM2.5,false,Valid,2.58,26.1,54.92,33.05,70.7,836.13,25.32,24.48,31.11,6.95,6.52,24
2023-08-01,2023,8,Tuesday,3,Ho Chi Minh City,52,Moderate,PM2.5,false,Valid,2.42,25.53,40.28,31.22,48.35,803.31,27.46,24.13,34.69,2.75,5.63,24
2023-08-02,2023,8,Wednesday,4,Ho Chi Minh City,47,Good,PM2.5,false,Valid,2.38,23.73,57.27,30.63,74.46,831.41,23.79,26.25,46.49,10.15,6.7,24
2023-08-03,2023,8,Thursday,5,Ho Chi Minh City,45,Good,PM2.5,false,Valid,2.33,22.6,34.4,27.7,41.51,770.21,24.73,22.53,32.54,4.67,5.31,24
2023-08-04,2023,8,Friday,6,Ho Chi Minh City,75,Moderate,PM2.5,false,Valid,2.96,37.44,78.52,46.75,101.2,1043.64,29.69,27.2,31.47,8.33,7.19,24
2023-08-05,2023,8,Saturday,7,Ho Chi Minh City,75,Moderate,PM2.5,false,Valid,3.0,37.53,56.39,44.33,67.96,803.87,21.93,18.42,95.84,2.51,6.01,24
2023-08-06,2023,8,Sunday,1,Ho Chi Minh City,67,Moderate,PM2.5,false,Valid,2.92,33.17,55.24,39.88,66.23,770.49,22.19,18.27,91.55,2.15,6.75,24
2023-08-07,2023,8,Monday,2,Ho Chi Minh City,42,Good,PM2.5,false,Valid,2.29,21.47,32.43,29.04,44.53,646.29,19.69,21.54,85.12,6.38,6.9,24
2023-08-08,2023,8,Tuesday,3,Ho Chi Minh City,36,Good,PM2.5,false,Valid,2.04,18.1,29.25,24.49,41.16,649.91,20.84,22.51,47.21,6.89,6.25,24
2023-08-09,2023,8,Wednesday,4,Ho Chi Minh City,36,Good,PM2.5,false,Valid,2.08,18.24,27.95,24.11,36.94,646.57,21.22,22.05,69.38,5.75,6.7,24
2023-08-10,2023,8,Thursday,5,Ho Chi Minh City,44,Good,PM2.5,false,Valid,2.21,22.1,42.34,29.09,55.77,740.17,22.04,24.76,95.84,8.55,7.23,24
2023-08-11,2023,8,Friday,6,Ho Chi Minh City,46,Good,PM2.5,false,Valid,2.29,23.49,45.06,30.27,57.04,704.71,24.31,21.34,84.4,3.3,6.6,24
2023-08-12,2023,8,Saturday,7,Ho Chi Minh City,39,Good,PM2.5,false,Valid,2.17,19.93,42.19,25.65,54.68,681.9,21.9,19.52,61.51,4.4,5.96,24
2023-08-13,2023,8,Sunday,1,Ho Chi Minh City,39,Good,PM2.5,false,Valid,2.08,19.76,38.3,25.61,50.82,703.73,21.01,20.21,40.77,6.11,5.81,24
2023-08-14,2023,8,Monday,2,Ho Chi Minh City,47,Good,PM2.5,false,Valid,2.33,23.84,40.9,29.25,50.63,723.2,24.23,27.36,88.69,7.57,5.91,24
2023-08-15,2023,8,Tuesday,3,Ho Chi Minh City,36,Good,PM2.5,false,Valid,2.21,18.46,35.4,24.0,45.94,663.12,22.7,24.48,61.51,6.69,5.82,24
2023-08-16,2023,8,Wednesday,4,Ho Chi Minh City,40,Good,PM2.5,false,Valid,2.21,20.23,32.59,25.77,43.48,675.36,22.41,25.26,56.51,8.5,5.95,24
2023-08-17,2023,8,Thursday,5,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.13,42.6,110.83,52.64,136.8,1114.29,26.33,34.36,94.41,18.81,9.38,24
2023-08-18,2023,8,Friday,6,Ho Chi Minh City,63,Moderate,PM2.5,false,Valid,2.67,31.61,72.04,40.07,92.1,993.01,23.03,32.78,35.41,19.59,7.79,24
2023-08-19,2023,8,Saturday,7,Ho Chi Minh City,56,Moderate,PM2.5,false,Valid,2.54,27.74,63.16,33.37,75.55,825.84,23.38,27.73,73.67,12.06,6.54,24
2023-08-20,2023,8,Sunday,1,Ho Chi Minh City,41,Good,PM2.5,false,Valid,2.25,20.89,31.07,25.77,38.21,722.37,20.61,24.33,31.83,10.58,6.01,24
2023-08-21,2023,8,Monday,2,Ho Chi Minh City,152,Unhealthy,PM2.5,false,Valid,3.58,82.64,247.83,97.78,272.9,1809.95,29.85,36.76,67.23,29.91,12.24,24
2023-08-22,2023,8,Tuesday,3,Ho Chi Minh City,123,Poor,PM2.5,false,Valid,3.71,63.91,264.72,75.42,298.76,1285.91,30.07,34.39,143.05,16.08,8.76,24
2023-08-23,2023,8,Wednesday,4,Ho Chi Minh City,58,Moderate,PM2.5,false,Valid,2.63,28.77,46.3,36.48,57.63,745.04,23.02,24.9,77.25,8.08,7.53,24
2023-08-24,2023,8,Thursday,5,Ho Chi Minh City,85,Moderate,PM2.5,false,Valid,3.33,42.52,67.42,52.51,87.74,963.81,25.79,28.17,101.57,11.59,8.39,24
2023-08-25,2023,8,Friday,6,Ho Chi Minh City,106,Poor,PM2.5,false,Valid,3.67,53.5,79.2,63.98,97.67,1048.64,31.37,37.07,104.43,14.53,9.02,24
2023-08-26,2023,8,Saturday,7,Ho Chi Minh City,32,Good,PM2.5,false,Valid,2.04,16.13,28.45,20.47,38.81,554.08,19.73,18.77,55.07,3.94,5.23,24
2023-08-27,2023,8,Sunday,1,Ho Chi Minh City,45,Good,PM2.5,false,Valid,2.29,22.75,49.87,29.22,64.96,769.1,19.56,19.99,33.97,8.79,6.21,24
2023-08-28,2023,8,Monday,2,Ho Chi Minh City,43,Good,PM2.5,false,Valid,2.21,21.53,32.64,28.16,44.59,720.42,23.37,24.55,38.27,8.08,5.99,24
2023-08-29,2023,8,Tuesday,3,Ho Chi Minh City,104,Poor,PM2.5,false,Valid,2.92,51.89,214.38,64.13,256.33,1418.59,22.46,33.83,16.99,29.87,10.23,24
2023-08-30,2023,8,Wednesday,4,Ho Chi Minh City,69,Moderate,PM2.5,false,Valid,2.79,34.38,113.38,42.88,136.9,1069.23,24.84,30.14,25.75,17.53,7.72,24
2023-08-31,2023,8,Thursday,5,Ho Chi Minh City,42,Good,PM2.5,false,Valid,2.33,21.36,38.28,27.25,48.73,783.56,26.3,26.35,27.54,7.53,5.87,24
2023-09-01,2023,9,Friday,6,Ho Chi Minh City,28,Good,PM2.5,false,Valid,1.88,14.3,28.49,18.26,35.62,634.89,22.36,21.59,19.49,5.23,4.98,24
